UniqueID,TimePeriod,EN_LKRV_PWAC                         ,EN_LKRV_PWAN                         ,EN_LKRV_PWAP                         ,EN_LKRV_SWAC                         ,EN_LKRV_SWAN                         ,EN_LKRV_SWAP                         ,EN_LKW_QLTRB  EXTREME                       ,EN_LKW_QLTRB  HIGH                       ,EN_LKW_QLTRB  LOW                       ,EN_LKW_QLTRB  MEDIUM                       ,EN_LKW_QLTRST  EXTREME                       ,EN_LKW_QLTRST  HIGH                       ,EN_LKW_QLTRST  LOW                       ,EN_LKW_QLTRST  MEDIUM                       ,EN_RSRV_MNWAN                         ,EN_RSRV_MNWAP                         ,EN_RSRV_MXWAN                         ,EN_RSRV_MXWAP                         ,EN_WBE_INWTL                         ,EN_WBE_MANGBN                         ,EN_WBE_MANGC                         ,EN_WBE_MANGGN                         ,EN_WBE_MANGGP                         ,EN_WBE_MANGLN                         ,EN_WBE_MANGLP                         ,EN_WBE_MANGN                         ,EN_WBE_WTLN                         ,EN_WBE_WTLP                         
EN_LKW_QLTRB  MEDIUM                       ,-0.8461817091024038,-0.61414939025013,-0.6141485401769754,-0.5647588009653849,-0.2796126883660186,-0.27961309451785377,-0.3140478942013052,0.8831447292957233,0.26224401861118096,-0.9999537995896464,1.0,-0.8034757650018995,0.25185343102163016,0.18917392574169087,-0.14381436110353768,-0.9953869312287752,,-0.9567863163037132,,,,,,,,,,,
EN_LKW_QLTRST  EXTREME                       ,0.36263445468934297,0.023619902933154982,0.02361882608743566,-0.03753581511164768,0.7962531856964642,0.7962534416111557,0.8175475111199297,-0.43031221679376613,-0.7852083138679812,0.8091612799344997,-0.8034757650018995,1.0,0.3737888638227902,-0.73658447415166,0.704700095603253,0.7426514408745191,,0.9418739456947637,,,,,,,,,,,
EN_LKW_QLTRST  HIGH                       ,-0.7288305901872615,-0.9184261967847713,-0.9184266228950604,-0.9408906543634935,0.8587426015286458,0.858742384767453,0.8397093324172754,0.676402369720517,-0.8678480868550331,-0.24253922448188864,0.25185343102163016,0.3737888638227902,1.0,-0.9026469245239562,0.9214850217588044,-0.3435409092619088,,0.04044844621529185,,,,,,,,,,,
EN_LKW_QLTRST  LOW                       ,0.3631967954848627,0.6587588103406455,0.6587596207357351,0.7035172233839166,-0.9956721250504972,-0.9956720857363299,-0.9916739355601559,-0.29356238949200314,0.9971868650322291,-0.19860404356205036,0.18917392574169087,-0.73658447415166,-0.9026469245239562,1.0,-0.9989419088176948,-0.0940916732459307,,-0.4665402942632402,,,,,,,,,,,
EN_LKW_QLTRST  MEDIUM                       ,-0.405661780527477,-0.6926624112856653,-0.6926631881898322,-0.7354567952254453,0.9903445239536977,0.9903444653104811,0.9847023509105358,0.33721527074635,-0.9926845520837191,0.15332021617141595,-0.14381436110353768,0.704700095603253,0.9214850217588044,-0.9989419088176948,1.0,0.04820633575793662,,0.4253686658792144,,,,,,,,,,,
EN_RSRV_MNWAN                         ,-0.7355489126048255,-0.13486488843263647,-0.13486958282800932,-0.09072950166160026,-0.4063211810391685,-0.4063211815107896,-0.4046070402884885,-0.9240771481442732,-0.1684501374950712,0.9944187093174554,-0.9953869312287752,0.7426514408745191,-0.3435409092619088,-0.0940916732459307,0.04820633575793662,1.0,0.6460700192004455,-0.6151096076871151,-3.0324672624954234e-14,,,1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
EN_RSRV_MNWAP                         ,-0.692820323027551,0.004495857357143108,0.004494299976107057,0.06139406135148444,-0.5484629370990952,-0.5484629243866881,-0.5451646291199113,,,,,,,,,0.6460700192004455,1.0,-0.4838421606680398,-1.818262319272906e-15,,,,,,,,,,
EN_RSRV_MXWAN                         ,0.9264905702410461,0.28726462390043944,0.28727014614394575,0.24337935895873583,0.9011323212613814,0.9011323311605421,0.9027356480523974,-0.7085701203734815,-0.5315261615662717,0.9595373275484347,-0.9567863163037132,0.9418739456947637,0.04044844621529185,-0.4665402942632402,0.4253686658792144,-0.6151096076871151,-0.4838421606680398,1.0,-1.7190049211296812e-15,,,-0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,-1.0,,
EN_RSRV_MXWAP                         ,0.0,4.3109769939111615e-17,-4.1097220367204873e-14,1.3608290545681804e-14,-1.2634006851469057e-16,5.89118855180145e-16,1.1555582402088142e-15,,,,,,,,,-3.0324672624954234e-14,-1.818262319272906e-15,-1.7190049211296812e-15,1.0,,,,,,,,,,
EN_WBE_INWTL                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGBN                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGC                         ,-0.9999999999999999,-0.9999999999999999,-1.0,,-0.9999999999999999,-1.0,-0.9999999999999999,,,,,,,,,1.0,,-0.9999999999999999,,,,1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
EN_WBE_MANGGN                         ,1.0,1.0,1.0,,1.0,1.0,0.9999999999999998,,,,,,,,,-1.0,,1.0,,,,-1.0,1.0,1.0,0.9999999999999999,1.0,-1.0,,
EN_WBE_MANGGP                         ,1.0,1.0,1.0,,1.0,1.0,0.9999999999999998,,,,,,,,,-1.0,,1.0,,,,-1.0,1.0,1.0,0.9999999999999999,1.0,-1.0,,
EN_WBE_MANGLN                         ,1.0,0.9999999999999999,1.0,,1.0,1.0000000000000002,1.0000000000000002,,,,,,,,,-1.0,,1.0000000000000002,,,,-1.0,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,-1.0,,
EN_WBE_MANGLP                         ,1.0,1.0000000000000002,1.0000000000000002,,1.0,1.0000000000000002,0.9999999999999999,,,,,,,,,-1.0,,1.0,,,,-1.0,1.0,1.0,1.0000000000000002,1.0,-1.0,,
EN_WBE_MANGN                         ,-1.0,-1.0,-1.0000000000000002,,-1.0,-1.0,-1.0,,,,,,,,,1.0,,-1.0,,,,1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
EN_WBE_WTLN                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_WTLP                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
