UniqueID,EN_LKRV_PWAC                         ,EN_LKRV_PWAN                         ,EN_LKRV_PWAP                         ,EN_LKRV_SWAC                         ,EN_LKRV_SWAN                         ,EN_LKRV_SWAP                         ,EN_LKW_QLTRB  EXTREME                       ,EN_LKW_QLTRB  HIGH                       ,EN_LKW_QLTRB  LOW                       ,EN_LKW_QLTRB  MEDIUM                       ,EN_LKW_QLTRST  EXTREME                       ,EN_LKW_QLTRST  HIGH                       ,EN_LKW_QLTRST  LOW                       ,EN_LKW_QLTRST  MEDIUM                       ,EN_RSRV_MNWAN                         ,EN_RSRV_MNWAP                         ,EN_RSRV_MXWAN                         ,EN_RSRV_MXWAP                         ,EN_WBE_HMWTL                         ,EN_WBE_MANGBN                         ,EN_WBE_MANGC                         ,EN_WBE_MANGGN                         ,EN_WBE_MANGGP                         ,EN_WBE_MANGLN                         ,EN_WBE_MANGLP                         ,EN_WBE_MANGN                         ,EN_WBE_WTLN                         ,EN_WBE_WTLP                         
EN_LKW_QLTRST  EXTREME                       ,-0.9922249405363345,-0.9922247897522463,-0.9932477712792647,-0.9998415010867571,-0.999841496513231,-0.9999040569263159,-0.9832879642776717,-0.9362026743847675,0.9522119385677351,-0.6841072886316846,1.0,0.8243850531414523,-0.7637040792961685,0.2871838996943923,-0.9721090219117784,,-0.9991680122397468,-0.737930391209909,,,,,,,,,,
EN_LKW_QLTRST  HIGH                       ,-0.7475288103933575,-0.7475280056623185,-0.7531522168190629,-0.8343318221080579,-0.8343319637185779,-0.8321465787359206,-0.7075582421910042,-0.572854458865009,0.6121023526558563,-0.15111650917581426,0.8243850531414523,1.0,-0.9949958363855854,0.7789357916349565,-0.6686415994755301,,-0.800614587991337,-0.9903389142800556,,,,,,,,,,
EN_LKW_QLTRST  LOW                       ,0.6774206495645341,0.6774197583712858,0.68365369172823,0.7750765225603868,0.7750766848769994,0.7725731716414824,0.6334110831641557,0.4880906201076948,-0.5300275523478635,0.051591348493412216,-0.7637040792961685,-0.9949958363855854,1.0,-0.8376958077456127,0.5909992926550043,,0.7367403098802157,0.9992383101290513,,,,,,,,,,
EN_LKW_QLTRST  MEDIUM                       ,-0.16573624944866913,-0.16573505467882388,-0.17411938661722517,-0.30419213490467245,-0.30419237961513695,-0.3004248040876438,-0.10799646463671543,0.06779314976404287,-0.01911171049308837,0.5021919433003884,0.2871838996943923,0.7789357916349565,-0.8376958077456127,1.0,-0.054524081069304675,,-0.24787957610665504,-0.8583696867256516,,,,,,,,,,
EN_RSRV_MNWAN                         ,-0.09748201341943001,-0.09748133177366032,-0.4428954441778481,0.8870025439229752,0.8870025324985269,0.8966727722828965,0.9985608421616495,0.9925189169890887,-0.9972880337202031,0.8360882635295328,-0.9721090219117784,-0.6686415994755301,0.5909992926550043,-0.054524081069304675,1.0,-5.195651436667919e-15,0.8871337023186253,0.7987792781496388,,,-1.0000000000000002,-1.0,-1.0,1.0,,-1.0,,
EN_RSRV_MNWAP                         ,1.2357526615296963e-16,-8.719788658518601e-15,6.983507383432045e-16,-7.340113871669795e-17,-1.3432972507341966e-15,-8.246791897345469e-16,,,,,,,,,-5.195651436667919e-15,1.0,3.000394293590964e-15,1.2258722055758897e-15,,,,,,,,,,
EN_RSRV_MXWAN                         ,-0.23566776452380048,-0.2356670835543456,-0.6200021639464594,0.9949584320795906,0.994958432616719,0.995927792278451,0.9898947819691797,0.9497575130660587,-0.9638765045219874,0.7132847514278976,-0.9991680122397468,-0.800614587991337,0.7367403098802157,-0.24787957610665504,0.8871337023186253,3.000394293590964e-15,1.0,0.8296595870242145,,,1.0,1.0,1.0,-1.0,,1.0,,
EN_RSRV_MXWAP                         ,0.021270581273833453,0.02127087343816301,-0.2767463140305203,0.800159575118209,0.8001595652959473,0.8207069477565517,0.602731968830297,0.4536597904692911,-0.49653304100026086,0.012580955099767276,-0.737930391209909,-0.9903389142800556,0.9992383101290513,-0.8583696867256516,0.7987792781496388,1.2258722055758897e-15,0.8296595870242145,1.0,,,-0.9999999999999998,-1.0000000000000002,-1.0,1.0000000000000002,,-1.0000000000000002,,
EN_WBE_HMWTL                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGBN                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGC                         ,-1.0,-1.0,-1.0000000000000002,1.0,1.0,0.9999999999999999,,,,,,,,,-1.0000000000000002,,1.0,-0.9999999999999998,,,1.0,1.0,1.0,-1.0,,1.0,,
EN_WBE_MANGGN                         ,-1.0,-1.0,-1.0,1.0,1.0,0.9999999999999998,,,,,,,,,-1.0,,1.0,-1.0000000000000002,,,1.0,1.0,1.0000000000000002,-1.0,,1.0,,
EN_WBE_MANGGP                         ,-1.0,-1.0,-1.0,1.0,1.0,1.0,,,,,,,,,-1.0,,1.0,-1.0,,,1.0,1.0000000000000002,1.0,-1.0,,1.0,,
EN_WBE_MANGLN                         ,0.9999999999999999,0.9999999999999998,1.0,-1.0,-1.0,-0.9999999999999999,,,,,,,,,1.0,,-1.0,1.0000000000000002,,,-1.0,-1.0,-1.0,1.0,,-1.0,,
EN_WBE_MANGLP                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGN                         ,-1.0,-1.0,-1.0,1.0,1.0,0.9999999999999999,,,,,,,,,-1.0,,1.0,-1.0000000000000002,,,1.0,1.0,1.0,-1.0,,1.0,,
EN_WBE_WTLN                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_WTLP                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
