UniqueID,EN_LKRV_PWAC                         ,EN_LKRV_PWAN                         ,EN_LKRV_PWAP                         ,EN_LKRV_SWAC                         ,EN_LKRV_SWAN                         ,EN_LKRV_SWAP                         ,EN_LKW_QLTRB  EXTREME                       ,EN_LKW_QLTRB  HIGH                       ,EN_LKW_QLTRB  LOW                       ,EN_LKW_QLTRB  MEDIUM                       ,EN_LKW_QLTRST  EXTREME                       ,EN_LKW_QLTRST  HIGH                       ,EN_LKW_QLTRST  LOW                       ,EN_LKW_QLTRST  MEDIUM                       ,EN_RSRV_MNWAN                         ,EN_RSRV_MNWAP                         ,EN_RSRV_MXWAN                         ,EN_RSRV_MXWAP                         ,EN_WBE_HMWTL                         ,EN_WBE_MANGBN                         ,EN_WBE_MANGC                         ,EN_WBE_MANGGN                         ,EN_WBE_MANGGP                         ,EN_WBE_MANGLN                         ,EN_WBE_MANGLP                         ,EN_WBE_MANGN                         ,EN_WBE_WTLN                         ,EN_WBE_WTLP                         
EN_LKW_QLTRST  EXTREME                       ,-0.9922249405363347,-0.9922247897522468,-0.9932477712792656,-0.9998415010867571,-0.999841496513231,-0.9999040569263163,-0.9832879642776717,-0.9362026743847677,0.9522119385677345,-0.6841072886316854,1.0,0.8243850531414518,-0.7637040792961685,0.2871838996943925,-0.9721090219117761,,-0.9991680122397472,-0.7379303912099096,,,,,,,,,,
EN_LKW_QLTRST  HIGH                       ,-0.7475288103933572,-0.7475280056623173,-0.7531522168190671,-0.8343318221080573,-0.8343319637185775,-0.83214657873592,-0.7075582421910035,-0.572854458865009,0.6121023526558551,-0.15111650917581484,0.8243850531414518,1.0,-0.9949958363855854,0.7789357916349573,-0.6686415994755257,,-0.8006145879913358,-0.9903389142800562,,,,,,,,,,
EN_LKW_QLTRST  LOW                       ,0.677420649564534,0.6774197583712849,0.6836536917282351,0.7750765225603867,0.7750766848769994,0.7725731716414822,0.6334110831641555,0.48809062010769516,-0.5300275523478628,0.051591348493413305,-0.7637040792961685,-0.9949958363855854,1.0,-0.8376958077456135,0.5909992926549997,,0.7367403098802143,0.9992383101290522,,,,,,,,,,
EN_LKW_QLTRST  MEDIUM                       ,-0.16573624944866933,-0.1657350546788223,-0.17411938661723242,-0.30419213490467245,-0.30419237961513723,-0.3004248040876435,-0.1079964646367155,0.06779314976404209,-0.01911171049308858,0.5021919433003872,0.2871838996943925,0.7789357916349573,-0.8376958077456135,1.0,-0.054524081069300415,,-0.24787957610665273,-0.858369686725652,,,,,,,,,,
EN_RSRV_MNWAN                         ,-0.09748201341943415,-0.09748133177366804,-0.4428954441778508,0.8870025439229735,0.8870025324985252,0.8966727722828949,0.9985608421616479,0.9925189169890878,-0.9972880337202014,0.8360882635295346,-0.9721090219117761,-0.6686415994755257,0.5909992926549997,-0.054524081069300415,1.0,,0.8871337023186241,0.7987792781496353,,,-0.9999999999999959,-1.0000000000000158,-1.0000000000000104,0.9999999999999158,,-1.0000000000000104,,
EN_RSRV_MNWAP                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_RSRV_MXWAN                         ,-0.2356677645237998,-0.23566708355434793,-0.6200021639464592,0.9949584320795902,0.9949584326167188,0.9959277922784507,0.9898947819691807,0.9497575130660599,-0.963876504521988,0.7132847514279004,-0.9991680122397472,-0.8006145879913358,0.7367403098802143,-0.24787957610665273,0.8871337023186241,,1.0,0.8296595870242152,,,0.9999999999999795,0.9999999999999997,0.9999999999999944,-0.9999999999998997,,0.9999999999999946,,
EN_RSRV_MXWAP                         ,0.021270581273832696,0.021270873438156895,-0.27674631403052175,0.8001595751182093,0.8001595652959478,0.8207069477565523,0.6027319688302972,0.45365979046929195,-0.4965330410002606,0.012580955099768368,-0.7379303912099096,-0.9903389142800562,0.9992383101290522,-0.858369686725652,0.7987792781496353,,0.8296595870242152,1.0,,,-0.9999999999999839,-1.0000000000000038,-0.9999999999999987,0.9999999999999039,,-0.9999999999999986,,
EN_WBE_HMWTL                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGBN                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGC                         ,-0.9999999999999852,-0.9999999999999851,-0.9999999999999851,0.9999999999999852,0.9999999999999852,0.9999999999999832,,,,,,,,,-0.9999999999999959,,0.9999999999999795,-0.9999999999999839,,,1.0,1.00000000000002,1.0000000000000147,-0.9999999999999201,,1.0000000000000149,,
EN_WBE_MANGGN                         ,-1.0000000000000049,-1.000000000000005,-1.000000000000005,1.0000000000000053,1.0000000000000053,1.000000000000003,,,,,,,,,-1.0000000000000158,,0.9999999999999997,-1.0000000000000038,,,1.00000000000002,1.0,0.9999999999999948,-0.9999999999999,,0.9999999999999948,,
EN_WBE_MANGGP                         ,-1.0,-1.0,-1.0,1.0,1.0,0.9999999999999979,,,,,,,,,-1.0000000000000104,,0.9999999999999944,-0.9999999999999987,,,1.0000000000000147,0.9999999999999948,1.0,-0.9999999999999052,,1.0,,
EN_WBE_MANGLN                         ,0.9999999999999052,0.9999999999999053,0.9999999999999053,-0.9999999999999054,-0.9999999999999052,-0.9999999999999031,,,,,,,,,0.9999999999999158,,-0.9999999999998997,0.9999999999999039,,,-0.9999999999999201,-0.9999999999999,-0.9999999999999052,1.0,,-1.0000000000000948,,
EN_WBE_MANGLP                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_MANGN                         ,-1.0,-1.0000000000000002,-1.0,1.0000000000000002,1.0,0.9999999999999979,,,,,,,,,-1.0000000000000104,,0.9999999999999946,-0.9999999999999986,,,1.0000000000000149,0.9999999999999948,1.0,-1.0000000000000948,,1.0,,
EN_WBE_WTLN                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WBE_WTLP                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
