"ID","Indicator","weighted_degree"
"AG_PRD_FIESS BOTHSEX             A    ALLAGE","2.1.2",2.83328556410755
"AG_PRD_FIESSN BOTHSEX             A    ALLAGE","2.1.2",2.92384742810175
"SH_STA_STNT                  <5Y","2.2.1",1
"SH_STA_STNTN                  <5Y","2.2.1",1
"SH_STA_WAST                  <5Y","2.2.2",1
"SH_STA_WASTN                  <5Y","2.2.2",1
"SN_STA_OVWGT                  <5Y","2.2.2",1
"SN_STA_OVWGTN                  <5Y","2.2.2",-3
"PD_AGR_LSFP BOTHSEX","2.3.1",0
"PD_AGR_SSFP BOTHSEX","2.3.1",0
"SI_AGR_LSFP BOTHSEX","2.3.2",0
"SI_AGR_SSFP BOTHSEX","2.3.2",0
"ER_GRF_ANIMRCNTN","2.5.1",0
"ER_GRF_PLNTSTOR","2.5.1",0
"ER_RSK_LBREDS","2.5.2",0
"AG_PRD_AGVAS              A","2.a.1",-1.43089169216194
"AG_PRD_ORTIND              A","2.a.1",0.269366319258237
"AG_XPD_AGSGB              A","2.a.1",0.297961053845618
"AG_PRD_XSUBDY","2.b.1",0
"AG_FPA_CFPI","2.c.1",0
"SH_DYN_IMRT BOTHSEX                 <1Y","3.2.1",2.99966900730397
"SH_DYN_IMRTN BOTHSEX                 <1Y","3.2.1",2.99963973493595
"SH_DYN_MORT BOTHSEX                 <5Y","3.2.1",2.99925194435925
"SH_DYN_MORTN BOTHSEX                 <5Y","3.2.1",2.99972927709079
"SH_DYN_NMRT BOTHSEX                 <1M","3.2.2",0.999763360763267
"SH_DYN_NMRTN BOTHSEX                 <1M","3.2.2",0.999763360763267
"SH_TBS_INCD","3.3.2",0
"SH_STA_MALR","3.3.3",0
"SH_HAP_HBSAG                  <5Y","3.3.4",0
"SH_TRP_INTVN","3.3.5",0
"SH_DTH_NCD BOTHSEX               CAN","3.4.1",3
"SH_DTH_NCD BOTHSEX               CAR","3.4.1",3
"SH_DTH_NCD BOTHSEX               DIA","3.4.1",3
"SH_DTH_NCD BOTHSEX               RES","3.4.1",3
"SH_STA_SCIDE BOTHSEX","3.4.2",0
"SH_STA_SCIDEN BOTHSEX","3.4.2",0
"SH_STA_TRAF BOTHSEX","3.6.1",0
"SH_ACS_UNHC","3.8.1",0
"SH_XPD_EARN10","3.8.2",0.722383884637046
"SH_XPD_EARN25","3.8.2",0.722383884637046
"SH_AAP_ASMORT","3.9.1",0
"SH_AAP_MORT","3.9.1",0
"SH_HAP_ASMORT","3.9.1",0
"SH_HAP_MORT","3.9.1",0
"SH_STA_AIRP","3.9.1",0
"SH_STA_ASAIRP","3.9.1",0
"SH_STA_WASH","3.9.2",0
"SH_STA_POISN BOTHSEX","3.9.3",0
"SH_ACS_DTP3","3.b.1",0.0846295862292774
"SH_ACS_HPV","3.b.1",-1.36602540378444
"SH_ACS_MCV2","3.b.1",-0.337409421661223
"SH_ACS_PCV3","3.b.1",-0.428433065467991
"SH_BLD_ECOLI","3.d.2",1
"SH_BLD_MRSA","3.d.2",1
"SE_DEV_ONTRK BOTHSEX                 M36T59","4.2.1",0
"SE_PRE_PARTN BOTHSEX","4.2.2",0
"SE_ADT_EDUCTRN BOTHSEX","4.3.1",0
"SE_GPI_PART","4.5.1",0.99137121626773
"SE_GPI_PTNPRE","4.5.1",0.99137121626773
"SE_GCEDESD_CUR","4.7.1",0
"SE_GCEDESD_NEP","4.7.1",0
"SE_GCEDESD_SAS","4.7.1",0
"SE_GCEDESD_TED","4.7.1",0
"SG_GEN_PARLNT BOTHSEX","5.5.1",0
"SP_LGL_LNDAGSEC BOTHSEX","5.a.1",0
"SG_LGL_LNDFEMOD","5.a.2",0
"IT_MOB_OWN BOTHSEX","5.b.1",0
"SH_SAN_DEFECT          ALLAREA","6.2.1",-0.990351633861044
"SH_SAN_HNDWSH          ALLAREA","6.2.1",-0.990351633861044
"ER_H2O_WUEYST                     TOTAL","6.4.1",0
"ER_H2O_STRESS              A","6.4.2",0
"ER_H2O_STRESS              I","6.4.2",0
"ER_H2O_IWRMD                 _T","6.5.1",0
"EG_TBA_H2CO","6.5.2",0
"EG_TBA_H2COAQ","6.5.2",0
"EG_TBA_H2CORL","6.5.2",0
"EN_LKRV_PWAC","6.6.1",-1.64087210614113
"EN_LKRV_PWAN","6.6.1",-1.64086640990312
"EN_LKRV_PWAP","6.6.1",-3.95000727132787
"EN_LKRV_SWAC","6.6.1",6.77562933810778
"EN_LKRV_SWAN","6.6.1",6.77562864059751
"EN_LKRV_SWAP","6.6.1",6.92738036876638
"EN_LKW_QLTRB  EXTREME","6.6.1",8.15868182150391
"EN_LKW_QLTRB  HIGH","6.6.1",8.03212930762408
"EN_LKW_QLTRB  LOW","6.6.1",-10.0954349728837
"EN_LKW_QLTRB  MEDIUM","6.6.1",6.4277939286646
"EN_LKW_QLTRST  EXTREME","6.6.1",-9.9900130966423
"EN_LKW_QLTRST  HIGH","6.6.1",-7.41971634836936
"EN_LKW_QLTRST  LOW","6.6.1",4.73486816739722
"EN_LKW_QLTRST  MEDIUM","6.6.1",-1.90387255173542
"EN_RSRV_MNWAN","6.6.1",1.44433661896018
"EN_RSRV_MNWAP","6.6.1",-1.11086251707089e-14
"EN_RSRV_MXWAN","6.6.1",6.98943960977662
"EN_RSRV_MXWAP","6.6.1",-0.199700914661431
"EN_WBE_HMWTL","6.6.1",0
"EN_WBE_MANGBN","6.6.1",0
"EN_WBE_MANGC","6.6.1",1
"EN_WBE_MANGGN","6.6.1",1
"EN_WBE_MANGGP","6.6.1",1
"EN_WBE_MANGLN","6.6.1",-3
"EN_WBE_MANGLP","6.6.1",0
"EN_WBE_MANGN","6.6.1",1
"EN_WBE_WTLN","6.6.1",0
"EN_WBE_WTLP","6.6.1",0
"EG_ACS_ELEC          ALLAREA","7.1.1",0
"EG_EGY_CLEAN","7.1.2",0
"EG_FEC_RNEW","7.2.1",0
"EG_EGY_PRIM","7.3.1",0
"EG_IFF_RANDN","7.a.1",0
"EG_EGY_RNEW","7.b.1",0
"NY_GDP_PCAP","8.1.1",0
"SL_EMP_PCAP","8.2.1",0
"SL_ISV_IFEM BOTHSEX                    TOTAL","8.3.1",0
"SL_LBR_NTLCPL","8.8.2",0
"ST_GDP_ZS","8.9.1",0
"SL_CPA_YEMP","8.b.1",0
"IS_RDP_PORFVOL     SEA","9.1.2",0
"EN_ATM_CO2                     TOTAL","9.4.1",-0.0694075400247048
"EN_ATM_CO2GDP","9.4.1",-0.0694075400247048
"GB_XPD_RSDV","9.5.1",0
"GB_POP_SCIERD","9.5.2",0
