"ID","Indicator","weighted_degree"
"NE_IMP_GNFS_KD_ZG","17.13.1",2.8175447046485
"NY_GDP_MKTP_KD_ZG","17.13.1",2.78478864616423
"TG_VAL_TOTL_GD_ZS","17.13.1",1.51638008809699
"GF_COM_PPPI","17.17.1",0.999897766609907
"GF_COM_PPPI_KD","17.17.1",0.999897766609907
"SG_STT_FPOS","17.18.2",0
"SG_STT_NSDSFDDNR","17.18.3",0
"SG_STT_NSDSFDGVT","17.18.3",0
"SG_STT_NSDSFDOTHR","17.18.3",0
"SG_STT_NSDSFND","17.18.3",0
"SG_STT_NSDSIMPL","17.18.3",0
"SG_STT_CAPTY","17.19.1",0
"SG_REG_BRTH90N","17.19.2",0
"SG_REG_CENSUSN","17.19.2",0
"SG_REG_DETH75N","17.19.2",0
"GF_FRN_FDI","17.3.1",0
"BX_TRF_PWKR","17.3.2",0
"DT_TDS_DECT","17.4.1",0
"IT_USE_ii99","17.8.1",0
"DC_FTA_TOTAL","17.9.1",0
"SN_ITK_DEFC","2.1.1",-0.134243312121129
"SN_ITK_DEFCN","2.1.1",-0.134243312121129
"AG_PRD_FIESMS BOTHSEX                 ALLAGE","2.1.2",2.85572918327819
"AG_PRD_FIESMSN BOTHSEX             A    ALLAGE","2.1.2",2.94510928938716
"AG_PRD_FIESS BOTHSEX             A    ALLAGE","2.1.2",2.92688218216005
"AG_PRD_FIESSN BOTHSEX             A    ALLAGE","2.1.2",2.89806931534735
"SH_STA_STNT                  <5Y","2.2.1",0
"SH_STA_STNTN                  <5Y","2.2.1",0
"SH_STA_WAST                  <5Y","2.2.2",0
"SH_STA_WASTN                  <5Y","2.2.2",0
"SN_STA_OVWGT                  <5Y","2.2.2",0
"SN_STA_OVWGTN                  <5Y","2.2.2",0
"PD_AGR_LSFP BOTHSEX","2.3.1",0
"PD_AGR_SSFP BOTHSEX","2.3.1",0
"SI_AGR_LSFP BOTHSEX","2.3.2",0
"SI_AGR_SSFP BOTHSEX","2.3.2",0
"ER_GRF_ANIMRCNTN","2.5.1",0
"ER_GRF_PLNTSTOR","2.5.1",0
"ER_RSK_LBREDS","2.5.2",0
"AG_PRD_AGVAS              A","2.a.1",1.63777588564671
"AG_PRD_ORTIND              A","2.a.1",1.78912527714004
"AG_XPD_AGSGB              A","2.a.1",1.84029703630373
"AG_FPA_CFPI","2.c.1",0
"SH_DYN_IMRT BOTHSEX                 <1Y","3.2.1",2.99969699960545
"SH_DYN_IMRTN BOTHSEX                 <1Y","3.2.1",2.99981637871016
"SH_DYN_MORT BOTHSEX                 <5Y","3.2.1",2.99968933649149
"SH_DYN_MORTN BOTHSEX                 <5Y","3.2.1",2.99973223881332
"SH_DYN_NMRT BOTHSEX                 <1M","3.2.2",0.998804772314091
"SH_DYN_NMRTN BOTHSEX                 <1M","3.2.2",0.998804772314091
"SH_HIV_INCD BOTHSEX                 ALLAGE","3.3.1",0
"SH_TBS_INCD","3.3.2",0
"SH_STA_MALR","3.3.3",0
"SH_HAP_HBSAG                  <5Y","3.3.4",0
"SH_TRP_INTVN","3.3.5",0
"SH_DTH_NCD BOTHSEX               CAN","3.4.1",3
"SH_DTH_NCD BOTHSEX               CAR","3.4.1",3
"SH_DTH_NCD BOTHSEX               DIA","3.4.1",3
"SH_DTH_NCD BOTHSEX               RES","3.4.1",3
"SH_STA_SCIDE BOTHSEX","3.4.2",1
"SH_STA_SCIDEN BOTHSEX","3.4.2",1
"SH_STA_TRAF BOTHSEX","3.6.1",0
"SH_ACS_UNHC","3.8.1",0
"SH_XPD_EARN10","3.8.2",0
"SH_XPD_EARN25","3.8.2",0
"SH_AAP_ASMORT","3.9.1",0
"SH_AAP_MORT","3.9.1",0
"SH_HAP_ASMORT","3.9.1",0
"SH_HAP_MORT","3.9.1",0
"SH_STA_AIRP","3.9.1",0
"SH_STA_ASAIRP","3.9.1",0
"SH_STA_WASH","3.9.2",0
"SH_STA_POISN BOTHSEX","3.9.3",0
"SH_ACS_DTP3","3.b.1",0.576853600312707
"SH_ACS_HPV","3.b.1",-1
"SH_ACS_MCV2","3.b.1",-0.17169505740825
"SH_ACS_PCV3","3.b.1",-0.807920456456514
"SE_PRE_PARTN BOTHSEX","4.2.2",0
"SE_ADT_EDUCTRN BOTHSEX","4.3.1",0
"SE_GPI_PART","4.5.1",-0.813073409204781
"SE_GPI_PTNPRE","4.5.1",-0.813073409204781
"SE_GCEDESD_CUR","4.7.1",0
"SE_GCEDESD_NEP","4.7.1",0
"SE_GCEDESD_SAS","4.7.1",0
"SE_GCEDESD_TED","4.7.1",0
"SG_LGL_GENEQEMP","5.1.1",0
"SG_LGL_GENEQLFP","5.1.1",0
"SG_LGL_GENEQMAR","5.1.1",0
"SG_LGL_GENEQVAW","5.1.1",0
"SG_GEN_PARLNT BOTHSEX","5.5.1",0
"SH_LGR_ACSRHEC1","5.6.2",0
"SH_LGR_ACSRHEC10","5.6.2",0
"SH_LGR_ACSRHEC11","5.6.2",0
"SH_LGR_ACSRHEC12","5.6.2",0
"SH_LGR_ACSRHEC13","5.6.2",0
"SH_LGR_ACSRHEC2","5.6.2",0
"SH_LGR_ACSRHEC4","5.6.2",0
"SH_LGR_ACSRHEC5","5.6.2",0
"SH_LGR_ACSRHEC6","5.6.2",0
"SH_LGR_ACSRHEC7","5.6.2",0
"SH_LGR_ACSRHEC8","5.6.2",0
"SH_LGR_ACSRHEC9","5.6.2",0
"SH_LGR_ACSRHES2","5.6.2",0
"SH_LGR_ACSRHES3","5.6.2",0
"SH_LGR_ACSRHES4","5.6.2",0
"SP_LGL_LNDAGSEC BOTHSEX","5.a.1",0
"SG_LGL_LNDFEMOD","5.a.2",0
"SG_GEN_EQPWN","5.c.1",0
"SH_H2O_SAFE          ALLAREA","6.1.1",0
"SH_SAN_DEFECT          ALLAREA","6.2.1",-0.774596669241483
"SH_SAN_HNDWSH          ALLAREA","6.2.1",-0.774596669241483
"ER_H2O_WUEYST                     TOTAL","6.4.1",0
"ER_H2O_STRESS              A","6.4.2",0
"ER_H2O_STRESS              I","6.4.2",0
"ER_H2O_IWRMD                 _T","6.5.1",0
"EG_TBA_H2CO","6.5.2",0
"EG_TBA_H2COAQ","6.5.2",0
"EG_TBA_H2CORL","6.5.2",0
"EN_LKRV_PWAC","6.6.1",2.88872905127988
"EN_LKRV_PWAN","6.6.1",2.88874045535585
"EN_LKRV_PWAP","6.6.1",0.824866933942494
"EN_LKRV_SWAC","6.6.1",4.75103451234314
"EN_LKRV_SWAN","6.6.1",4.75103407227122
"EN_LKRV_SWAP","6.6.1",4.74159253681678
"EN_LKW_QLTRB  EXTREME","6.6.1",-3.69559404838564
"EN_LKW_QLTRB  HIGH","6.6.1",-3.72779428118373
"EN_LKW_QLTRB  LOW","6.6.1",2.99592440348987
"EN_LKW_QLTRB  MEDIUM","6.6.1",-4.97933147703501
"EN_LKW_QLTRST  EXTREME","6.6.1",3.23635190845101
"EN_LKW_QLTRST  HIGH","6.6.1",-0.313146167913704
"EN_LKW_QLTRST  LOW","6.6.1",-3.4665934091693
"EN_LKW_QLTRST  MEDIUM","6.6.1",1.29946372938579
"EN_RSRV_MNWAN","6.6.1",-4.28702327767344
"EN_RSRV_MNWAP","6.6.1",-1.40947841338856
"EN_RSRV_MXWAN","6.6.1",4.12776815395328
"EN_RSRV_MXWAP","6.6.1",-5.96894228900665e-14
"EN_WBE_INWTL","6.6.1",0
"EN_WBE_MANGBN","6.6.1",0
"EN_WBE_MANGC","6.6.1",-8
"EN_WBE_MANGGN","6.6.1",6
"EN_WBE_MANGGP","6.6.1",6
"EN_WBE_MANGLN","6.6.1",6
"EN_WBE_MANGLP","6.6.1",6
"EN_WBE_MANGN","6.6.1",-8
"EN_WBE_WTLN","6.6.1",0
"EN_WBE_WTLP","6.6.1",0
"EG_ACS_ELEC          ALLAREA","7.1.1",0
"EG_EGY_CLEAN","7.1.2",0
"EG_FEC_RNEW","7.2.1",0
"EG_EGY_PRIM","7.3.1",0
"EG_IFF_RANDN","7.a.1",0
"EG_EGY_RNEW","7.b.1",0
"NY_GDP_PCAP","8.1.1",0
"SL_EMP_PCAP","8.2.1",0
"SL_ISV_IFEM BOTHSEX                    TOTAL","8.3.1",0
"SL_LBR_NTLCPL","8.8.2",0
"SL_CPA_YEMP","8.b.1",0
"IS_RDP_PORFVOL     SEA","9.1.2",0
"EN_ATM_CO2                     TOTAL","9.4.1",0.972799393092233
"EN_ATM_CO2GDP","9.4.1",0.972799393092233
"GB_XPD_RSDV","9.5.1",0
"GB_POP_SCIERD","9.5.2",0
