,UniqueID,Goal,Target,Indicator,SeriesCode,SeriesDescription,Source,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,
19,AG_LND_FRSTMGT                         ,15.0,15.2,15.2.1,AG_LND_FRSTMGT,Proportion of forest area under a long-term management plan (%),"FAO, Global Forest Resources Assessment",,,,23.27,23.27,23.27,23.27,23.27,23.27,,
20,AG_LND_FRSTN                         ,15.0,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),"FAO, Global Forest Resources Assessment",,,,95027.9,95271.8,93949.8,93344.27,92738.73,92133.2,,
21,AG_LND_FRSTPRCT                         ,15.0,15.2,15.2.1,AG_LND_FRSTPRCT,Proportion of forest area within legally established protected areas (%),"FAO, Global Forest Resources Assessment",,,,54.49,54.5,54.48,54.48,54.48,54.48,,
22,AG_LND_TOTL                         ,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),Data from FAOSTAT extracted 20210125,,,,,187751.9,187751.9,187751.9,,,,
23,AG_LND_TOTL                         ,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),FAO Estimate based on data from FAOSTAT for year 2016,,,,187751.9,,,,,,,
24,AG_LND_TOTL                         ,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),FAO estimate based on FAOSTAT data from 2018,,,,,,,,187751.9,187751.9,,
25,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS,Agriculture value added share of GDP (%),UNSD national account estimates,13.37,13.36,13.34,13.49,13.48,13.16,12.81,12.72,,,
26,AG_PRD_FIESMS BOTHSEX                 ALLAGE       ,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),National Entity,,,,6.0,7.3,7.6,7.0,6.2,,,
27,AG_PRD_FIESMS FEMALE                 15+       ,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),Food and Agriculture Organization of the United Nations (FAO),,,,23.9,25.8,29.1,31.1,37.4,,,
28,AG_PRD_FIESMS MALE                 15+       ,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),Food and Agriculture Organization of the United Nations (FAO),,,,24.1,27.1,31.8,35.6,39.9,,,
29,AG_PRD_FIESMSN BOTHSEX             A    ALLAGE       ,2.0,2.1,2.1.2,AG_PRD_FIESMSN,Total population in moderate or severe food insecurity (thousands of people),National Entity,,,,1548.7,1897.1,1999.9,1865.1,1677.8,,,
30,AG_PRD_FIESMSN FEMALE             A    15+       ,2.0,2.1,2.1.2,AG_PRD_FIESMSN,Total population in moderate or severe food insecurity (thousands of people),Food and Agriculture Organization of the United Nations (FAO),,,,2242.1,2452.0,2814.2,3057.9,3734.0,,,
31,AG_PRD_FIESMSN MALE             A    15+       ,2.0,2.1,2.1.2,AG_PRD_FIESMSN,Total population in moderate or severe food insecurity (thousands of people),Food and Agriculture Organization of the United Nations (FAO),,,,2260.2,2579.1,3073.9,3500.3,3983.4,,,
32,AG_PRD_FIESS BOTHSEX             A    ALLAGE       ,2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity in the adult population (%),National Entity,,,,0.7,0.9,0.9,0.8,0.7,,,
33,AG_PRD_FIESS FEMALE             A    15+       ,2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity in the adult population (%),Food and Agriculture Organization of the United Nations (FAO),,,,8.1,9.2,11.0,11.9,14.9,,,
34,AG_PRD_FIESS MALE             A    15+       ,2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity in the adult population (%),Food and Agriculture Organization of the United Nations (FAO),,,,10.5,11.2,12.7,14.1,17.2,,,
35,AG_PRD_FIESSN BOTHSEX             A    ALLAGE       ,2.0,2.1,2.1.2,AG_PRD_FIESSN,Total population in severe food insecurity (thousands of people),National Entity,,,,175.5,229.0,240.1,222.7,192.7,,,
36,AG_PRD_FIESSN FEMALE             A    15+       ,2.0,2.1,2.1.2,AG_PRD_FIESSN,Total population in severe food insecurity (thousands of people),Food and Agriculture Organization of the United Nations (FAO),,,,763.1,875.9,1060.6,1166.7,1488.0,,,
37,AG_PRD_FIESSN MALE             A    15+       ,2.0,2.1,2.1.2,AG_PRD_FIESSN,Total population in severe food insecurity (thousands of people),Food and Agriculture Organization of the United Nations (FAO),,,,983.3,1062.0,1225.4,1390.8,1723.1,,,
38,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,FAO Questionnaire and IMF data. UNSD national account estimates.,,,,,,,,0.31,,,
39,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,FAO Questionnaire. UNSD national account estimates.,0.1008,0.0785,0.0618,0.23,0.1164,0.3267,0.33,,,,
40,AG_PRD_XSUBDY                         ,2.0,2.b,2.b.1,AG_PRD_XSUBDY,Agricultural export subsidies (millions of current United States dollars),World Trade Organization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
41,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB,Agriculture share of Government Expenditure (%),FAO Questionnaire and IMF data. UNSD national account estimates.,,,,,,,,3.94,,,
42,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB,Agriculture share of Government Expenditure (%),FAO Questionnaire. UNSD national account estimates.,1.35,1.05,0.82,3.09,1.57,4.3,4.19,,,,
43,BN_CAB_XOKA_GD_ZS                         ,17.0,17.13,17.13.1,BN_CAB_XOKA_GD_ZS,Current account balance as a proportion of GDP (%),"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",-2.6603,-3.19,-3.0882,-2.035,-1.8192,-1.5947,-2.9391,-2.7057,-0.4102,,
44,BN_KLT_PTXL_CD                         ,17.0,17.13,17.13.1,BN_KLT_PTXL_CD,"Portfolio investment, net (Balance of Payments, current United States dollars)","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",-9908345747.7812,-10872605550.4642,-26066630211.5518,-16182680883.3028,-18995589856.8672,-21059012442.533,-9311908007.4585,-21990288572.0419,-3367921566.9224,,
45,BX_KLT_DINV_WD_GD_ZS                         ,17.0,17.13,17.13.1,BX_KLT_DINV_WD_GD_ZS,"Foreign direct investment, net inflows, as a proportion of GDP (%)","International Monetary Fund, International Financial Statistics and Balance of Payments databases, World Bank, International Debt Statistics, and World Bank and OECD GDP estimates.",2.3098,2.5514,2.82,2.2976,0.4874,2.0195,1.8143,2.2334,,,
46,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",0.7858,0.8344,0.9599,1.122,0.9558,0.8851,1.076,1.0425,0.9118,,
47,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,Total official development assistance (gross disbursement) for technical cooperation (millions of 2019 United States dollars),The Organisation for Economic Co-operation and Development (OECD).,933.5716,1027.76824,439.25557,3409.18378,1053.97416,1168.4915,2042.80551,886.47354,,,
48,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2018 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,149.87223,176.74282,221.83272,127.06787,205.72041,228.90446,168.37441,,,,
49,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2018 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,149.87223,176.74282,221.83272,127.06787,205.72041,228.90446,168.37441,,,,
50,DC_ODA_POVLG                         ,1.0,1.a,1.a.1,DC_ODA_POVLG,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",The Organisation for Economic Co-operation and Development (OECD).,0.03,0.03,0.02,0.02,0.02,0.04,0.01,0.01,,,
51,DC_TOF_AGRL                         ,2.0,2.a,2.a.2,DC_TOF_AGRL,"Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,294.6,390.8,294.9,227.3,299.2,364.6,219.0,160.6,,,
52,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,174.55269,148.85123,76.32649,103.04689,139.97607,375.64509,80.49366,92.91467,,,
53,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,167.0,137.0,62.0,81.0,116.0,353.0,55.0,66.0,,,
54,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,"Total official flows for infrastructure, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,1669.00055,1349.24547,1139.75323,5197.24668,1513.44346,2572.34675,2552.9441,1983.92244,,,
55,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,66.5,76.0,72.9,67.4,56.4,34.0,53.0,53.6,,,
56,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,220.9,781.1,573.1,2414.1,334.8,3024.7,1759.50713,346.61256,,,
57,DC_TOF_TRDDBML                         ,8.0,8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,595.4,552.2,557.2,944.4,516.6,1210.9,1419.3,707.0,,,
58,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2019 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,224.00544,199.05801,138.10159,128.73209,122.80343,112.91909,118.3532,130.99173,,,
59,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,"Total assistance for development, by recipient countries (millions of current United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,8116.0,7481.0,11245.0,13425.0,13953.0,14468.0,11186.0,14966.0,,,
60,DP_DOD_DLD2_CR_CG_Z1                         ,17.0,17.13,17.13.1,DP_DOD_DLD2_CR_CG_Z1,"Gross public sector debt, Central Government, as a proportion of GDP (%)","The source of non-seasonally adjusted Gross Domestic Product (GDP) data in national currency, at current prices, is the International Finance Statistics quarterly database of the IMF, annualized by the World Bank, unless otherwise specified.",22.4465,23.6709,23.9137,26.2852,26.9875,28.0676,29.2789,29.7107,38.6702,,
61,DT_DOD_DECT_GN_ZS                         ,17.0,17.13,17.13.1,DT_DOD_DECT_GN_ZS,External debt stocks as a proportion of GNI (%),"World Bank, International Debt Statistics.",28.3222,29.7818,33.9818,36.9758,35.3577,35.9518,37.4983,37.0342,,,
62,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,Debt service as a proportion of exports of goods and services (%),"Debt service is the sum of principle repayments and interest actually paid in currency, goods, or services. This series differs from the standard debt to exports series. It covers only long-term public and publicly guaranteed debt and repayments (repurchases and charges) to the IMF. Exports of goods and services include primary income, but do not include workers' remittances.",4.6137,5.5799,14.1069,8.1693,9.3051,9.1826,7.8576,10.191,,,
63,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",World Bank,96.0,96.0,97.0,98.0,98.0,98.0,99.0,99.0,,,
64,EG_ACS_ELEC          RURAL               ,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",World Bank,93.0,93.0,94.0,95.0,95.0,96.0,97.0,98.0,,,
65,EG_ACS_ELEC          URBAN               ,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",World Bank,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,
66,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),"Global Health Observatory (GHO), World Health Organisation (WHO).",53.0,58.0,63.0,68.0,72.0,76.0,79.0,82.0,,,
67,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),"IEA (2020), World Energy Balances",3.79,3.47,3.44,3.26,3.18,3.21,3.18,,,,
68,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,30.144,32.806,32.991,32.947,33.906,34.594,35.435,36.437,,,
69,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,30.144,32.806,32.991,32.947,33.906,34.594,35.435,36.437,,,
70,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),"IEA (2020), World Energy Balances",28.7848,29.7025,28.3189,26.9519,27.8348,25.4328,20.8639,,,,
71,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)","DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",16.44,247.23,323.04,387.78,343.83,430.16,1076.35,,,,
72,EG_TBA_H2CO                         ,6.0,6.5,6.5.2,EG_TBA_H2CO,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%),Data compiled by UNECE and UNESCO as co-custodians,,,,,,,,,,,
73,EG_TBA_H2CO                         ,6.0,6.5,6.5.2,EG_TBA_H2CO,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%),Source: Relevant country authority; ,,,,,,,,,1.22,,
74,EG_TBA_H2COAQ                         ,6.0,6.5,6.5.2,EG_TBA_H2COAQ,Proportion of transboundary aquifers with an operational arrangement for water cooperation (%),Data compiled by UNECE and UNESCO as co-custodians,,,,,,,,,,,
75,EG_TBA_H2COAQ                         ,6.0,6.5,6.5.2,EG_TBA_H2COAQ,Proportion of transboundary aquifers with an operational arrangement for water cooperation (%),Source: Relevant country authority; ,,,,,,,,,0.0,,
76,EG_TBA_H2CORL                         ,6.0,6.5,6.5.2,EG_TBA_H2CORL,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%),Data compiled by UNECE and UNESCO as co-custodians,,,,,,,,,,,
77,EG_TBA_H2CORL                         ,6.0,6.5,6.5.2,EG_TBA_H2CORL,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%),Source: Relevant country authority; ,,,,,,,,,89.93,,
78,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes),"IEA (2020), CO2 Emissions from fuel combustion. https://www.iea.org/statistics",113.012,73.284,83.754,93.838,80.658,95.511,111.427,,,,
79,EN_ATM_CO2                     TOTAL    ,9.0,9.4,9.4.1,EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes),"IEA (2020), CO2 Emissions from fuel combustion. https://www.iea.org/statistics",451.12,416.859,452.264,453.867,454.35,492.711,542.876,,,,
80,EN_ATM_CO2GDP                         ,9.0,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2017 United States dollars),"IEA (2020), CO2 Emissions from fuel combustion. https://www.iea.org/statistics",0.19997,0.17505,0.18087,0.17307,0.16495,0.17025,0.17836,,,,
81,EN_ATM_CO2MVA                     ISIC4_C    ,9.0,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),"UNIDO MVA 2021 Database. Available at https://stat.unido.org. IEA (2020), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics",0.711,0.444,0.484,0.518,0.429,0.487,0.544,,,,
82,EN_ATM_PM25          ALLAREA               ,11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",WHO,16.82987,16.60981,15.61168,16.67712,19.04557,,,,,,
83,EN_ATM_PM25          RURAL               ,11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",WHO,15.51418,14.89938,14.0672,15.52337,17.42154,,,,,,
84,EN_ATM_PM25          URBAN               ,11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",WHO,18.18053,18.22629,17.14178,17.80579,20.6617,,,,,,
85,EN_LKRV_PWAC                         ,6.0,6.6,6.6.1,EN_LKRV_PWAC,Lakes and rivers permanent water area change (%),Global Surface Water Explorer extraction for UN Environment,5.01152,4.55665,3.94319,2.93734,-0.19034,0.75998,2.6598,3.11044,3.56461,,
86,EN_LKRV_PWAN                         ,6.0,6.6,6.6.1,EN_LKRV_PWAN,Lakes and rivers permanent water area (square kilometres),Global Surface Water Explorer extraction for UN Environment,8381.566,8345.26,8296.296,8216.014,7966.376,8042.226,8193.862,8229.83,8266.08,,
87,EN_LKRV_PWAP                         ,6.0,6.6,6.6.1,EN_LKRV_PWAP,Lakes and rivers permanent water area (% of total land area),Global Surface Water Explorer extraction for UN Environment,0.00463,0.00461,0.00458,0.00454,0.00424,0.00428,0.00436,0.00438,0.0044,,
88,EN_LKRV_SWAC                         ,6.0,6.6,6.6.1,EN_LKRV_SWAC,Lakes and rivers seasonal water area change (%),Global Surface Water Explorer extraction for UN Environment,3.69494,0.1469,5.15723,9.34361,17.99316,33.29747,47.05952,53.68551,57.05582,,
89,EN_LKRV_SWAN                         ,6.0,6.6,6.6.1,EN_LKRV_SWAN,Lakes and rivers seasonal water area (square kilometres),Global Surface Water Explorer extraction for UN Environment,7977.942,7704.968,8090.446,8412.532,9078.0,10255.462,11314.268,11824.05,12083.35,,
90,EN_LKRV_SWAP                         ,6.0,6.6,6.6.1,EN_LKRV_SWAP,Lakes and rivers seasonal water area (% of total land area),Global Surface Water Explorer extraction for UN Environment,0.0044,0.00425,0.00447,0.00464,0.00484,0.00546,0.00603,0.0063,0.00644,,
91,EN_LKW_QLTRB  EXTREME                       ,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),Global Surface Water Explorer extraction for UN Environment,,,,,,14.03,17.93833,18.54083,,,
92,EN_LKW_QLTRB  HIGH                       ,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),Global Surface Water Explorer extraction for UN Environment,,,,,,10.66,13.57667,13.40417,,,
93,EN_LKW_QLTRB  LOW                       ,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),Global Surface Water Explorer extraction for UN Environment,,,,,,64.45583,56.67583,56.71167,,,
94,EN_LKW_QLTRB  MEDIUM                       ,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),Global Surface Water Explorer extraction for UN Environment,,,,,,10.855,11.81083,11.34333,,,
95,EN_LKW_QLTRST  EXTREME                       ,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),Global Surface Water Explorer extraction for UN Environment,,,,,,8.96083,6.47167,5.35917,,,
96,EN_LKW_QLTRST  HIGH                       ,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),Global Surface Water Explorer extraction for UN Environment,,,,,,13.22917,12.81917,10.48833,,,
97,EN_LKW_QLTRST  LOW                       ,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),Global Surface Water Explorer extraction for UN Environment,,,,,,57.68417,58.09,66.88667,,,
98,EN_LKW_QLTRST  MEDIUM                       ,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),Global Surface Water Explorer extraction for UN Environment,,,,,,19.37833,21.86083,17.0225,,,
99,EN_LND_SLUM          URBAN               ,11.0,11.1,11.1.1,EN_LND_SLUM,Proportion of urban population living in slums (%),United Nations Human Settlements Programme (UN-HABITAT),,,21.8,,30.9,,30.6,,,,
100,EN_MAR_BEALITSQ                         ,14.0,14.1,14.1.1,EN_MAR_BEALITSQ,Beach litter per square kilometer (Number),"Plastic Pollution (MLW, MDMAP, ICC)",,,,,2090664.0,1539911.0,508551.0,,,,
101,EN_MAR_CHLANM                    High     ,14.0,14.1,14.1.1,EN_MAR_CHLANM,"Chlorophyll-a anomaly, remote sensing (%)",World Environment Situation Room,,,,,,,1.36289,1.97466,1.20416,,
102,EN_MAR_CHLANM                    Moderate     ,14.0,14.1,14.1.1,EN_MAR_CHLANM,"Chlorophyll-a anomaly, remote sensing (%)",World Environment Situation Room,,,,,,,2.32405,2.89171,1.98486,,
103,EN_MAR_CHLDEV                         ,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",World Environment Situation Room,1.87,1.36,1.4,2.8,0.84,1.98,1.27,4.68,,,
104,EN_MAT_DOMCMPC             ALP            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,8.39695,8.33491,6.93282,7.17362,7.331,7.4782,,,,,
105,EN_MAT_DOMCMPC             ALP            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,8.39695,8.33491,6.93282,7.17362,7.331,7.4782,,,,,
106,EN_MAT_DOMCMPC             BIM            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,3.10298,3.08742,3.13528,3.19782,3.25515,3.31218,,,,,
107,EN_MAT_DOMCMPC             BIM            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,3.10298,3.08742,3.13528,3.19782,3.25515,3.31218,,,,,
108,EN_MAT_DOMCMPC             COL            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.24668,0.26213,0.30961,0.40245,0.41378,0.42499,,,,,
109,EN_MAT_DOMCMPC             COL            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.24668,0.26213,0.30961,0.40245,0.41378,0.42499,,,,,
110,EN_MAT_DOMCMPC             CPR            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,1.32902,1.33773,1.3651,1.39956,1.43364,1.4674,,,,,
